article_number,name,device_standard,device_type,price_euro,calibration_type,category,search_text
7844,Metrawatt,M 5024,Isolationsmessgerät,79.48,ISO,Sonstige Messtechnik,Metrawatt M 5024 Isolationsmessgerät
7845,Kalinsky Sensortechnik,HMG 05,Druckmessgerät 0-300 mmHg,79.48,ISO,Druckmesstechnik,Kalinsky Sensortechnik HMG 05 Druckmessgerät 0-300 mmHg
7846,Metrawatt,SE 120,Schreiber 2 Kanal,119.88,ISO,Sonstige Messtechnik,Metrawatt SE 120 Schreiber 2 Kanal
7847,Umlufttrockenschrank,Heraeus,T6030,260.60,ISO,Sonstige Messtechnik,Umlufttrockenschrank Heraeus T6030
7848,Fluke,PM3380,Oszilloskop,194.16,ISO,Elektrische Messtechnik,Fluke PM3380 Oszilloskop
7849,Fogg,BP-28,Transducer Simulator,127.70,ISO,Sonstige Messtechnik,Fogg BP-28 Transducer Simulator
7850,Beha,Unitest Telaris 0751 Cat. No. 9095,VDE 0701/0702/0751 Testgerät,156.37,ISO,Sonstige Messtechnik,Beha Unitest Telaris 0751 Cat. No. 9095 VDE 0701/0702/0751 Testgerät
7851,Instek,GPI-826,High Voltage Tester 5 kV,119.88,ISO,Sonstige Messtechnik,Instek GPI-826 High Voltage Tester 5 kV
7852,SWO Polymertechnik GmbH,Meltflixer,Schmelzindexprüfgerät,286.68,ISO,Elektrische Messtechnik,SWO Polymertechnik GmbH Meltflixer Schmelzindexprüfgerät
7853,Agilent,DSO 6034A,Oszilloskop 4 Kanal,213.70,ISO,Elektrische Messtechnik,Agilent DSO 6034A Oszilloskop 4 Kanal
7854,Agilent,N2772A,Differential Voltage Probe,84.69,ISO,Sonstige Messtechnik,Agilent N2772A Differential Voltage Probe
7855,Fluke,6500,Gerätetester VDE 0701/0702,160.28,ISO,Elektrische Messtechnik,Fluke 6500 Gerätetester VDE 0701/0702
7856,Fluke,6200,Gerätetester VDE 0701/0702,160.28,ISO,Elektrische Messtechnik,Fluke 6200 Gerätetester VDE 0701/0702
7857,Nicolet,3091,Digital Speicher Oszilloskop,233.25,ISO,Elektrische Messtechnik,Nicolet 3091 Digital Speicher Oszilloskop
7858,Metrawatt,Metrahit Pro M242A,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Metrawatt Metrahit Pro M242A Digitalmultimeter
7859,H&B,ETR 100,Trenntrafo,33.88,ISO,Sonstige Messtechnik,H&B ETR 100 Trenntrafo
7860,Benning,MM 7,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Benning MM 7 Digitalmultimeter
7861,Benning,MM 8,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Benning MM 8 Digitalmultimeter
7862,Benning,MM 9,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Benning MM 9 Digitalmultimeter
7863,Heraeus,T6030,Umlufttrockenschrank,260.60,ISO,Sonstige Messtechnik,Heraeus T6030 Umlufttrockenschrank
7864,VLM con,V.702.163.000,Klimaschrank,260.60,ISO,Sonstige Messtechnik,VLM con V.702.163.000 Klimaschrank
7865,Nabertherm,LV5/11/B170,Muffelofen,156.37,ISO,Sonstige Messtechnik,Nabertherm LV5/11/B170 Muffelofen
7866,Beha,Unitest Telaris Iso 9054,Isolationsmessgerät,96.41,ISO,Sonstige Messtechnik,Beha Unitest Telaris Iso 9054 Isolationsmessgerät
7867,General Electric,DPI 610,Druckkalibrator,258.00,ISO,Druckmesstechnik,General Electric DPI 610 Druckkalibrator
7868,Fluke,725,Prozesskalibrator,191.55,ISO,Akustik,Fluke 725 Prozesskalibrator
7869,Metrawatt,MetraHit 28C,Digitalmultimeter/Calibrator,119.88,ISO,Elektrische Messtechnik,Metrawatt MetraHit 28C Digitalmultimeter/Calibrator
7870,Amprobe,Isotest 2010,Isolationstester,96.41,ISO,Elektrische Messtechnik,Amprobe Isotest 2010 Isolationstester
7871,Hameg,HM 8021-4,Counter,123.79,ISO,Sonstige Messtechnik,Hameg HM 8021-4 Counter
7872,Agilent,E3632A,Power Supply,110.74,ISO,Sonstige Messtechnik,Agilent E3632A Power Supply
7873,Agilent,DSO5054A,Oszilloskop (bis 300MHz B),213.70,ISO,Elektrische Messtechnik,Agilent DSO5054A Oszilloskop (bis 300MHz B)
7874,W + K,Calibration Unit,Calibration Unit PGT 100,61.24,ISO,Sonstige Messtechnik,W + K Calibration Unit Calibration Unit PGT 100
7875,Astratec Electr. LTD,XP2A,Accu Tester,84.69,ISO,Sonstige Messtechnik,Astratec Electr. LTD XP2A Accu Tester
7876,LEM HEME,PR 1030,Stromzange,61.24,ISO,Elektrische Messtechnik,LEM HEME PR 1030 Stromzange
7877,Fluke,TK80,Thermocouplemodul,59.94,ISO,Sonstige Messtechnik,Fluke TK80 Thermocouplemodul
7878,Fluke,8845A,Digitalmultimeter,166.78,ISO,Elektrische Messtechnik,Fluke 8845A Digitalmultimeter
7879,RB,Hochspannungsprüfgerät,UH 27,79.48,ISO,Elektrische Messtechnik,RB Hochspannungsprüfgerät UH 27
7880,Fluke,287,Digital Multimeter,84.69,ISO,Elektrische Messtechnik,Fluke 287 Digital Multimeter
7881,Metex,ME-31,Digital Multimeter,61.24,ISO,Elektrische Messtechnik,Metex ME-31 Digital Multimeter
7882,HCK,Triphas 1000,Drehfeldmessgerät,29.97,ISO,Chemie & Analytik,HCK Triphas 1000 Drehfeldmessgerät
7883,Tietzsch,DSP2,Duspol,45.60,ISO,Sonstige Messtechnik,Tietzsch DSP2 Duspol
7884,Fluke,i1000 S,AC Current Clamp,61.24,ISO,Sonstige Messtechnik,Fluke i1000 S AC Current Clamp
7885,Amprobe,30XR-A,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Amprobe 30XR-A Digitalmultimeter
7886,Amprobe,38XR-A,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Amprobe 38XR-A Digitalmultimeter
7887,Amprobe,AC50A,Clamp Meter,61.24,ISO,Sonstige Messtechnik,Amprobe AC50A Clamp Meter
7890,Lutron,DT-2245,Drehzahlmesser,79.48,ISO,Sonstige Messtechnik,Lutron DT-2245 Drehzahlmesser
7891,Metrawatt,Metrahit Cal,Calibrator,84.69,ISO,Sonstige Messtechnik,Metrawatt Metrahit Cal Calibrator
7892,Dehn,PM 20,Ableiterprüfgerät,84.69,ISO,Elektrische Messtechnik,Dehn PM 20 Ableiterprüfgerät
7893,Amprobe,Ultraplus,VDE 0100 Prüfgerät,156.37,ISO,Elektrische Messtechnik,Amprobe Ultraplus VDE 0100 Prüfgerät
7894,Chauvin Arnoux,C.A 6250,Microhmmeter,113.37,ISO,Elektrische Messtechnik,Chauvin Arnoux C.A 6250 Microhmmeter
7895,Metrawatt,Metrafelx 3000,Stromzangenadapter,61.24,ISO,Elektrische Messtechnik,Metrawatt Metrafelx 3000 Stromzangenadapter
7896,Greisinger,GMH 3710,Thermometer PT100,80.79,ISO,Temperaturmesstechnik,Greisinger GMH 3710 Thermometer PT100
7897,Tektronix,TDS 2024,Digital Storage Oscilloskop,203.29,ISO,Sonstige Messtechnik,Tektronix TDS 2024 Digital Storage Oscilloskop
7898,breitbeil moser,R 1 watt,Widerstandsdekade,72.96,ISO,Elektrische Messtechnik,breitbeil moser R 1 watt Widerstandsdekade
7899,elementa,MED2500,Temperatursensor-Simulator,72.96,ISO,Temperaturmesstechnik,elementa MED2500 Temperatursensor-Simulator
7900,Beha,CM3,AC/DC Stromzange,61.24,ISO,Elektrische Messtechnik,Beha CM3 AC/DC Stromzange
7901,Hottinger Baldwin,HBM U3 2kN,Zug-Druck-Kraftsensor,188.94,ISO,Druckmesstechnik,Hottinger Baldwin HBM U3 2kN Zug-Druck-Kraftsensor
7902,Fluke,289,Digital Multimeter,84.69,ISO,Elektrische Messtechnik,Fluke 289 Digital Multimeter
7903,Fluke,771,Milliamp Clamp Meter,61.24,ISO,Sonstige Messtechnik,Fluke 771 Milliamp Clamp Meter
7904,Metrawatt,Profitest SII+ 0100,VDE 0100 Prüfgerät,156.37,ISO,Elektrische Messtechnik,Metrawatt Profitest SII+ 0100 VDE 0100 Prüfgerät
7905,Fluke,124,Scopemeter,165.49,ISO,Sonstige Messtechnik,Fluke 124 Scopemeter
7906,Hameg,HM8150,Function Generator,156.37,ISO,Elektrische Messtechnik,Hameg HM8150 Function Generator
7907,Metrawatt,Profitest MTECH,Prüfgerät VDE0100,156.37,ISO,Elektrische Messtechnik,Metrawatt Profitest MTECH Prüfgerät VDE0100
7908,Tektronix,TDS 2024,Digital Storage Oscilloskope 4 Ch,192.84,ISO,Sonstige Messtechnik,Tektronix TDS 2024 Digital Storage Oscilloskope 4 Ch
7909,Tektronix,TDS 2022,Digital Storage Oscilloskope,156.37,ISO,Sonstige Messtechnik,Tektronix TDS 2022 Digital Storage Oscilloskope
7910,Beha,Telaris 0701/702 easy,Prüfgerät n. DIN VDE 0701/0702,119.88,ISO,Elektrische Messtechnik,Beha Telaris 0701/702 easy Prüfgerät n. DIN VDE 0701/0702
7911,Metrawatt,Profitest MBase,Prüfgerät VDE0100,156.37,ISO,Elektrische Messtechnik,Metrawatt Profitest MBase Prüfgerät VDE0100
7912,Metrawatt,Metrahit 27M,Digitalmultimeter/Milliohm,79.48,ISO,Elektrische Messtechnik,Metrawatt Metrahit 27M Digitalmultimeter/Milliohm
7913,Metrawatt,Metraclip74,Stromzange,61.24,ISO,Elektrische Messtechnik,Metrawatt Metraclip74 Stromzange
7914,Graphtec,GL900,midi Logger 8 Kanal,393.53,ISO,Chemie & Analytik,Graphtec GL900 midi Logger 8 Kanal
7915,Phoenix Contact,ASD 21,Drehmomentschrauber,80.79,ISO,Dimensionsmesstechnik,Phoenix Contact ASD 21 Drehmomentschrauber
7916,Druck Limited,DPI 705,Digital Pressure Indicator,84.69,ISO,Druckmesstechnik,Druck Limited DPI 705 Digital Pressure Indicator
7917,Catu,CL-10 VD,Mittelspanungsprüfer,88.60,ISO,Sonstige Messtechnik,Catu CL-10 VD Mittelspanungsprüfer
7918,Catu,CC-575-10/30-B,Mittelspanungsprüfer,88.60,ISO,Sonstige Messtechnik,Catu CC-575-10/30-B Mittelspanungsprüfer
7919,Catu,CC-575-5/15-B,Mittelspanungsprüfer,88.60,ISO,Sonstige Messtechnik,Catu CC-575-5/15-B Mittelspanungsprüfer
7920,Brookfield,DV-II+Pro Extra,Digital Viscometer,91.22,ISO,Sonstige Messtechnik,Brookfield DV-II+Pro Extra Digital Viscometer
7921,Chauvin Arnoux,PAC 21,Stromzange,61.24,ISO,Elektrische Messtechnik,Chauvin Arnoux PAC 21 Stromzange
7922,Amprobe,CT600 AC/DC,Clamp Meter,61.24,ISO,Sonstige Messtechnik,Amprobe CT600 AC/DC Clamp Meter
7923,Peak Tech,1630,Stromzange AC/DC,61.24,ISO,Elektrische Messtechnik,Peak Tech 1630 Stromzange AC/DC
7924,Beha,VLP 5,Drehstromverlängerungsprüfadapter,76.89,ISO,Elektrische Messtechnik,Beha VLP 5 Drehstromverlängerungsprüfadapter
7925,Amprobe,GT-0701/0702,VDE 0701/0702 Prüfgerät,119.88,ISO,Elektrische Messtechnik,Amprobe GT-0701/0702 VDE 0701/0702 Prüfgerät
7926,BMI,ideeFix,"Teleskopmassstab 1-5,1m",36.47,ISO,Sonstige Messtechnik,"BMI ideeFix Teleskopmassstab 1-5,1m"
7927,Fluke,i200,AC Current Clamp,61.24,ISO,Sonstige Messtechnik,Fluke i200 AC Current Clamp
7928,Chauvin Arnoux,C 160,AC Current Clamp,61.24,ISO,Sonstige Messtechnik,Chauvin Arnoux C 160 AC Current Clamp
7929,Philips,PM 8238,Schreiber 30 Kanal,781.84,ISO,Chemie & Analytik,Philips PM 8238 Schreiber 30 Kanal
7930,Yokogawa,DR 130,Schreiber,416.99,ISO,Sonstige Messtechnik,Yokogawa DR 130 Schreiber
7931,LEM HEME,LH 1040,Stromzange,61.24,ISO,Elektrische Messtechnik,LEM HEME LH 1040 Stromzange
7932,Tektronix,DMM 912,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Tektronix DMM 912 Digitalmultimeter
7933,Greisinger,GMH 3210,Thermometer,80.79,ISO,Temperaturmesstechnik,Greisinger GMH 3210 Thermometer
7934,Greisinger,GTH 1300,Thermometer,80.79,ISO,Temperaturmesstechnik,Greisinger GTH 1300 Thermometer
7935,testo,testo 922,Thermometer,80.79,ISO,Temperaturmesstechnik,testo testo 922 Thermometer
7936,testo,testo 935,Thermometer,80.79,ISO,Temperaturmesstechnik,testo testo 935 Thermometer
7937,Tektronix,TCP 202,AC/DC Current Clamp,67.77,ISO,Sonstige Messtechnik,Tektronix TCP 202 AC/DC Current Clamp
7938,Tektronix,TCP 303 + TCPA 300,AC/DC Current Clamp,84.69,ISO,Sonstige Messtechnik,Tektronix TCP 303 + TCPA 300 AC/DC Current Clamp
7939,Tektronix,A 6303 + AM503,AC/DC Current Clamp,84.69,ISO,Sonstige Messtechnik,Tektronix A 6303 + AM503 AC/DC Current Clamp
7940,Bürger Electronic,HP5000/AC/DC,Hochsspannungstester,101.63,ISO,Elektrische Messtechnik,Bürger Electronic HP5000/AC/DC Hochsspannungstester
7941,Tektronix,A 6304XL + AM503,AC/DC Current Clamp,84.69,ISO,Sonstige Messtechnik,Tektronix A 6304XL + AM503 AC/DC Current Clamp
7942,Tektronix,TCPA 400 + TCP 404XL,AC/DC Current Clamp,84.69,ISO,Sonstige Messtechnik,Tektronix TCPA 400 + TCP 404XL AC/DC Current Clamp
7943,Benning,CM 2,Stromzangenmultimeter,61.24,ISO,Elektrische Messtechnik,Benning CM 2 Stromzangenmultimeter
7944,Fluke,568,Infrarotthermometer,127.70,ISO,Temperaturmesstechnik,Fluke 568 Infrarotthermometer
7945,---,Calibration Unit,for PGT 100,61.24,ISO,Sonstige Messtechnik,--- Calibration Unit for PGT 100
7946,ELV,TFD 128,Temperatur-/Feuchte Logger,79.48,ISO,Temperaturmesstechnik,ELV TFD 128 Temperatur-/Feuchte Logger
7947,Metrawatt,GEOHM 5 mit E-Clip 1+2,Erdungsmessgerät,119.88,ISO,Sonstige Messtechnik,Metrawatt GEOHM 5 mit E-Clip 1+2 Erdungsmessgerät
7948,Keithley,155,Null Detector Microvoltmeter,84.69,ISO,Elektrische Messtechnik,Keithley 155 Null Detector Microvoltmeter
7949,Metrawatt,METRAport 3 A,Analogmultimeter,67.77,ISO,Elektrische Messtechnik,Metrawatt METRAport 3 A Analogmultimeter
7950,Fluke,15B,Digital Multimeter,61.24,ISO,Elektrische Messtechnik,Fluke 15B Digital Multimeter
7951,Fluke,17B,Digital Multimeter,61.24,ISO,Elektrische Messtechnik,Fluke 17B Digital Multimeter
7952,Metrawatt,Metraport 40S,Analogmultimeter,67.77,ISO,Elektrische Messtechnik,Metrawatt Metraport 40S Analogmultimeter
7953,Voltcraft,M 3830,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Voltcraft M 3830 Digitalmultimeter
7954,Chauvin Arnoux,CA 6121,Maschinentester,156.37,ISO,Sonstige Messtechnik,Chauvin Arnoux CA 6121 Maschinentester
7955,GMW,TG uni 1,VDE 0701/0702-Prüfgerät,156.37,ISO,Elektrische Messtechnik,GMW TG uni 1 VDE 0701/0702-Prüfgerät
7956,Metrawatt,MetraHit X-TRA,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Metrawatt MetraHit X-TRA Digitalmultimeter
7957,---,PGT 2000,ESD Personnel Grounding Tester,61.24,ISO,Sonstige Messtechnik,--- PGT 2000 ESD Personnel Grounding Tester
7958,HP,6632B,DC Power Supply,110.74,ISO,Sonstige Messtechnik,HP 6632B DC Power Supply
7959,Peak Tech,1625,Digital-Zangenmessgerät,61.24,ISO,Sonstige Messtechnik,Peak Tech 1625 Digital-Zangenmessgerät
7960,Voltcraft,VC 920,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Voltcraft VC 920 Digitalmultimeter
7961,Ametek,CE PPC 2 BAR,Pressure Calibrator,106.86,ISO,Sonstige Messtechnik,Ametek CE PPC 2 BAR Pressure Calibrator
7963,Fluke,T 140,Spannungsprüfer,45.60,ISO,Elektrische Messtechnik,Fluke T 140 Spannungsprüfer
7964,Beha,Unitest Telaris Erde,Erdungsmessgerät,96.41,ISO,Sonstige Messtechnik,Beha Unitest Telaris Erde Erdungsmessgerät
7965,Chauvin Arnoux,100 kOhm,Widerstandsdekade,61.24,ISO,Elektrische Messtechnik,Chauvin Arnoux 100 kOhm Widerstandsdekade
7966,Fluke,233,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Fluke 233 Digitalmultimeter
7967,Condor,Deltatest,RCD Tester,61.24,ISO,Sonstige Messtechnik,Condor Deltatest RCD Tester
7968,Wetecom,EM 210,Drehfeldtester,29.97,ISO,Sonstige Messtechnik,Wetecom EM 210 Drehfeldtester
7969,Wolfgang Warmbier,SRM 110,Oberflächenwiderstandsmessgerät,45.60,ISO,Elektrische Messtechnik,Wolfgang Warmbier SRM 110 Oberflächenwiderstandsmessgerät
7970,A. Schmid,PI 5000,Induktions- u. Hochspngs.-PG,61.24,ISO,Sonstige Messtechnik,A. Schmid PI 5000 Induktions- u. Hochspngs.-PG
7971,A. Schmid,PI 4000,Induktions- u. Hochspngs.-PG,61.24,ISO,Sonstige Messtechnik,A. Schmid PI 4000 Induktions- u. Hochspngs.-PG
7972,Voltcraft,LCR-9063,LCR-Meter,61.24,ISO,Sonstige Messtechnik,Voltcraft LCR-9063 LCR-Meter
7973,Philips,PM 6303,LCR-Meter,113.37,ISO,Chemie & Analytik,Philips PM 6303 LCR-Meter
7974,Topcraft,TMMH-930,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Topcraft TMMH-930 Digitalmultimeter
7975,Iso-Tech,IDM 99,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Iso-Tech IDM 99 Digitalmultimeter
7976,LEM HEME,LH 410,AC/DC Stromzange,61.24,ISO,Elektrische Messtechnik,LEM HEME LH 410 AC/DC Stromzange
7977,Seaward,RC750,FI-Tester,61.24,ISO,Sonstige Messtechnik,Seaward RC750 FI-Tester
7978,PCE,PCE-LCT2,Zangenmultimeter,61.24,ISO,Elektrische Messtechnik,PCE PCE-LCT2 Zangenmultimeter
7979,---,WST 100,Wrist strap + shoe tester,50.81,ISO,Sonstige Messtechnik,--- WST 100 Wrist strap + shoe tester
7980,Fluke,1630,Earth Ground Clamp,61.24,ISO,Sonstige Messtechnik,Fluke 1630 Earth Ground Clamp
7981,Beha,Telaris Fi/RCD,RCD Tester,101.63,ISO,Sonstige Messtechnik,Beha Telaris Fi/RCD RCD Tester
7982,Voltcraft,ET-100,Isolationsmesser,61.24,ISO,Sonstige Messtechnik,Voltcraft ET-100 Isolationsmesser
7983,GIFAS,Tester/7014,VDE 0701 Tester,119.88,ISO,Sonstige Messtechnik,GIFAS Tester/7014 VDE 0701 Tester
7984,Megger,BM400,Isolations- & Durchgangs-PG,113.37,ISO,Sonstige Messtechnik,Megger BM400 Isolations- & Durchgangs-PG
7985,Horstmann GmbH,Typ FGB,Spannungsprüfer 10kV,88.60,ISO,Elektrische Messtechnik,Horstmann GmbH Typ FGB Spannungsprüfer 10kV
7986,PCE Group,PCE-123,Multifunction Calibrator,119.88,ISO,Sonstige Messtechnik,PCE Group PCE-123 Multifunction Calibrator
7987,MCM,2 bar,Druckdynamometer,53.42,ISO,Druckmesstechnik,MCM 2 bar Druckdynamometer
7988,H & H Gerätetechnik Dresden,Digima Uni mit DKG-3,Pressure Calibrator,105.54,ISO,Sonstige Messtechnik,H & H Gerätetechnik Dresden Digima Uni mit DKG-3 Pressure Calibrator
7989,Metrel,Muktiservicer MI2170,VDE 0113/0701/0702 - PG,156.37,ISO,Sonstige Messtechnik,Metrel Muktiservicer MI2170 VDE 0113/0701/0702 - PG
7990,Hameg,HM 1508-2,Speicheroszilloskop,166.78,ISO,Elektrische Messtechnik,Hameg HM 1508-2 Speicheroszilloskop
7991,Agilent,34410 A,Digitalmultimeter,213.70,ISO,Elektrische Messtechnik,Agilent 34410 A Digitalmultimeter
7992,Fluke,374,TRUE RMS CLAMP METER,61.24,ISO,Sonstige Messtechnik,Fluke 374 TRUE RMS CLAMP METER
7993,Fluke,773,Milliamp Clamp Meter,61.24,ISO,Sonstige Messtechnik,Fluke 773 Milliamp Clamp Meter
7994,Benning,ST 710,Gerätetester DIN VDE 0701/0702,126.39,ISO,Elektrische Messtechnik,Benning ST 710 Gerätetester DIN VDE 0701/0702
7995,---,PGT 2000,Calibration Unit,61.24,ISO,Sonstige Messtechnik,--- PGT 2000 Calibration Unit
7996,Fresenius-Vial,"20 mm / 115 mm ±0,05",Injectomat Calibration Gauge,35.18,ISO,Sonstige Messtechnik,"Fresenius-Vial 20 mm / 115 mm ±0,05 Injectomat Calibration Gauge"
7997,H.G.L,2500,Capacitance Meter,61.24,ISO,Sonstige Messtechnik,H.G.L 2500 Capacitance Meter
7998,Vaisala,HM 34,Hygro-Thermometer,80.79,ISO,Temperaturmesstechnik,Vaisala HM 34 Hygro-Thermometer
7999,Extech,RPM 10,Drehzahlmesser + IR-Thermometer,156.37,ISO,Temperaturmesstechnik,Extech RPM 10 Drehzahlmesser + IR-Thermometer
8000,Greenlee,ETest Multi,VDE 0100 Prüfgerät,156.37,ISO,Elektrische Messtechnik,Greenlee ETest Multi VDE 0100 Prüfgerät
8001,Voltcraft,VC 1000,Isolationsmessgerät,89.91,ISO,Sonstige Messtechnik,Voltcraft VC 1000 Isolationsmessgerät
8002,Siemens,B1108,Strom-/Spannungscalibrator,119.88,ISO,Elektrische Messtechnik,Siemens B1108 Strom-/Spannungscalibrator
8003,Pancontrol,PAN LAN 1,Digitalmultimeter/ LAN Tester,67.77,ISO,Elektrische Messtechnik,Pancontrol PAN LAN 1 Digitalmultimeter/ LAN Tester
8004,Fluke,1520,Isolationsmessgerät,84.69,ISO,Sonstige Messtechnik,Fluke 1520 Isolationsmessgerät
8005,Fluke,7-600,Digitalmultimeter,50.81,ISO,Elektrische Messtechnik,Fluke 7-600 Digitalmultimeter
8006,Benning,IT110,Installationsprüfgerät,126.39,ISO,Elektrische Messtechnik,Benning IT110 Installationsprüfgerät
8007,Weidmüller,Schuki,Fi-Tester,45.60,ISO,Sonstige Messtechnik,Weidmüller Schuki Fi-Tester
8008,Fluke,T5-1000,Spannungs- und Durchgangstester,61.24,ISO,Elektrische Messtechnik,Fluke T5-1000 Spannungs- und Durchgangstester
8009,Beha,CHB 5,Leckstromzange,61.24,ISO,Elektrische Messtechnik,Beha CHB 5 Leckstromzange
8010,Beha,Hexagon 120,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Beha Hexagon 120 Digitalmultimeter
8011,Beha,Iso-compact,Isolationstester,61.24,ISO,Elektrische Messtechnik,Beha Iso-compact Isolationstester
8012,Fluke,1503,Insulation Tester,84.69,ISO,Sonstige Messtechnik,Fluke 1503 Insulation Tester
8013,Extech,EX830,Clamp Meter/IR Thermometer,119.88,ISO,Temperaturmesstechnik,Extech EX830 Clamp Meter/IR Thermometer
8014,Beha,93420,Thermo- Hygrometer,79.48,ISO,Feuchtemesstechnik,Beha 93420 Thermo- Hygrometer
8015,Cadex,C5100,Battery Tester,84.69,ISO,Sonstige Messtechnik,Cadex C5100 Battery Tester
8016,TES,1051,Resistance Box,117.28,ISO,Sonstige Messtechnik,TES 1051 Resistance Box
8017,Lutron,DM-6006,Digital Clamp Meter,61.24,ISO,Sonstige Messtechnik,Lutron DM-6006 Digital Clamp Meter
8018,Extech,EX730,Clamp Meter,61.24,ISO,Sonstige Messtechnik,Extech EX730 Clamp Meter
8019,Voltcraft,VC 250,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Voltcraft VC 250 Digitalmultimeter
8020,HP,6632B,Power Supply,110.74,ISO,Sonstige Messtechnik,HP 6632B Power Supply
8021,Benning,CM 3,Stromzange,61.24,ISO,Elektrische Messtechnik,Benning CM 3 Stromzange
8022,Greenlee,CM-1300,Clamp Multimeter,61.24,ISO,Elektrische Messtechnik,Greenlee CM-1300 Clamp Multimeter
8023,Benning,IT 120B,Installations Prüfgerät,160.28,ISO,Elektrische Messtechnik,Benning IT 120B Installations Prüfgerät
8024,Grant,OQ610,TC-Temperaturlogger,156.37,ISO,Temperaturmesstechnik,Grant OQ610 TC-Temperaturlogger
8025,Chauvin Arnoux,C.A 6103,VDE 0701/0702 Prüfgerät,119.88,ISO,Elektrische Messtechnik,Chauvin Arnoux C.A 6103 VDE 0701/0702 Prüfgerät
8026,Tektronix,TDS 2001C,Digital Speicher Oszilloskop,119.88,ISO,Elektrische Messtechnik,Tektronix TDS 2001C Digital Speicher Oszilloskop
8027,Fluke,Fluke 32,Clamp Meter,61.24,ISO,Sonstige Messtechnik,Fluke Fluke 32 Clamp Meter
8028,Transcat,MF880,Multifunction Calibrator,162.87,ISO,Sonstige Messtechnik,Transcat MF880 Multifunction Calibrator
8029,Fluke,177,Digital Multimeter,61.24,ISO,Elektrische Messtechnik,Fluke 177 Digital Multimeter
8030,Voltcraft,VC 270,Digital Multimeter,61.24,ISO,Elektrische Messtechnik,Voltcraft VC 270 Digital Multimeter
8031,Voltcraft,VC 290,Digital Multimeter,61.24,ISO,Elektrische Messtechnik,Voltcraft VC 290 Digital Multimeter
8032,Testboy,TV 470,VDE 0701/0702/0751-Testgerät,156.37,ISO,Sonstige Messtechnik,Testboy TV 470 VDE 0701/0702/0751-Testgerät
8033,HT Instruments,HT-Auto 0701/0702,VDE 0701/0702/0751-Testgerät,156.37,ISO,Sonstige Messtechnik,HT Instruments HT-Auto 0701/0702 VDE 0701/0702/0751-Testgerät
8034,Hioki,IR 4017,Isolationsmessgerät,84.69,ISO,Sonstige Messtechnik,Hioki IR 4017 Isolationsmessgerät
8035,Hioki,IR 4018,Isolationsmessgerät,84.69,ISO,Sonstige Messtechnik,Hioki IR 4018 Isolationsmessgerät
8036,Hioki,IR 4019,Isolationsmessgerät,84.69,ISO,Sonstige Messtechnik,Hioki IR 4019 Isolationsmessgerät
8037,Fluke,117,Digital Multimeter,61.24,ISO,Elektrische Messtechnik,Fluke 117 Digital Multimeter
8038,Fluke,376,Clamp Meter,61.24,ISO,Sonstige Messtechnik,Fluke 376 Clamp Meter
8039,Ideal,61-744 600 Amp Clamp-Pro,Clamp Meter,61.24,ISO,Sonstige Messtechnik,Ideal 61-744 600 Amp Clamp-Pro Clamp Meter
8040,Fluke,i1010,AC/DC Current Clamp,61.24,ISO,Sonstige Messtechnik,Fluke i1010 AC/DC Current Clamp
8041,Pancontrol,PAN LAN1,Digitalmultimeter LAN Tester,61.24,ISO,Elektrische Messtechnik,Pancontrol PAN LAN1 Digitalmultimeter LAN Tester
8042,Siemens,B1108,Calibrator,79.48,ISO,Sonstige Messtechnik,Siemens B1108 Calibrator
8043,METREL,MI 3121,Insulation & Cont. Messgerät,93.82,ISO,Sonstige Messtechnik,METREL MI 3121 Insulation & Cont. Messgerät
8044,ABB,PTV50,Power Transducer,45.60,ISO,Sonstige Messtechnik,ABB PTV50 Power Transducer
8045,ABB,PVA50,Power Transducer,45.60,ISO,Sonstige Messtechnik,ABB PVA50 Power Transducer
8046,Amprobe,AM-105,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Amprobe AM-105 Digitalmultimeter
8047,Janitza,MRG503LGF,Portable Measuring Device,166.78,ISO,Sonstige Messtechnik,Janitza MRG503LGF Portable Measuring Device
8048,Elcontrol,ML13-EL,Stromzange,61.24,ISO,Elektrische Messtechnik,Elcontrol ML13-EL Stromzange
8049,Elcontrol,1000A/1VAC,Zangenstromwandler,61.24,ISO,Elektrische Messtechnik,Elcontrol 1000A/1VAC Zangenstromwandler
